Date,Region,Youth_Unemployment_Rate,Inflation_Rate,UK_Vacancies_Thousands,US_NFP,US_Unemployment_Rate,RTI_Payrolled_Employees,GDP_Value_mil,Bank_Rate_Date,BoE_Base_Rate
2010-03-31,London,23.4,3.3000000000000003,465.0,129791.33333333333,9.833333333333334,,445470.0,2009-03-05,0.5
2010-06-30,London,24.6,3.4333333333333336,484.0,130424.0,9.633333333333333,,445470.0,2009-03-05,0.5
2010-09-30,London,22.9,3.1,455.0,130390.33333333333,9.466666666666667,,445470.0,2009-03-05,0.5
2010-12-31,London,24.8,3.4,482.0,130733.0,9.5,,445470.0,2009-03-05,0.5
2011-03-31,London,23.3,4.133333333333334,482.0,131059.0,9.033333333333333,,459386.0,2009-03-05,0.5
2011-06-30,London,25.2,4.3999999999999995,460.0,131743.66666666666,9.066666666666666,,459386.0,2009-03-05,0.5
2011-09-30,London,26.3,4.7,464.0,132153.66666666666,9.0,,459386.0,2009-03-05,0.5
2011-12-31,London,24.5,4.666666666666667,465.0,132710.33333333334,8.633333333333333,,459386.0,2009-03-05,0.5
2012-03-31,London,26.1,3.5,467.0,133501.0,8.266666666666667,,471779.0,2009-03-05,0.5
2012-06-30,London,23.2,2.733333333333333,474.0,133923.33333333334,8.2,,471779.0,2009-03-05,0.5
2012-09-30,London,26.3,2.4333333333333336,488.0,134337.66666666666,8.033333333333333,,471779.0,2009-03-05,0.5
2012-12-31,London,25.9,2.7000000000000006,501.0,134856.0,7.8,,471779.0,2009-03-05,0.5
2013-03-31,London,23.3,2.766666666666667,506.0,135497.33333333334,7.733333333333333,,486731.0,2009-03-05,0.5
2013-06-30,London,25.4,2.6666666666666665,533.0,136082.66666666666,7.533333333333334,,486731.0,2009-03-05,0.5
2013-09-30,London,28.3,2.733333333333333,548.0,136619.33333333334,7.233333333333333,,486731.0,2009-03-05,0.5
2013-12-31,London,25.1,2.1,573.0,137243.33333333334,6.933333333333334,,486731.0,2009-03-05,0.5
2014-03-31,London,20.9,1.7333333333333334,615.0,137752.66666666666,6.666666666666667,,507606.0,2009-03-05,0.5
2014-06-30,London,18.9,1.7333333333333334,662.0,138553.33333333334,6.2,,507606.0,2009-03-05,0.5
2014-09-30,London,18.1,1.4333333333333333,686.0,139301.33333333334,6.066666666666666,3683726.0,507606.0,2009-03-05,0.5
2014-12-31,London,20.3,0.9333333333333332,708.0,140083.66666666666,5.7,3722543.6666666665,507606.0,2009-03-05,0.5
2015-03-31,London,19.0,0.09999999999999999,729.0,140772.66666666666,5.533333333333334,3769272.0,516398.0,2009-03-05,0.5
2015-06-30,London,19.8,0.0,730.0,141481.0,5.433333333333334,3807208.0,516398.0,2009-03-05,0.5
2015-09-30,London,19.0,0.0,742.0,142130.33333333334,5.1000000000000005,3843830.0,516398.0,2009-03-05,0.5
2015-12-31,London,19.7,0.06666666666666667,745.0,142821.33333333334,5.033333333333333,3873506.3333333335,516398.0,2009-03-05,0.5
2016-03-31,London,17.3,0.3666666666666667,745.0,143426.0,4.8999999999999995,3893507.6666666665,535584.0,2009-03-05,0.5
2016-06-30,London,17.2,0.3666666666666667,748.0,143967.0,4.933333333333334,3908679.0,535584.0,2009-03-05,0.5
2016-09-30,London,17.8,0.7333333333333334,756.0,144716.0,4.8999999999999995,3922750.3333333335,535584.0,2016-08-04,0.25
2016-12-31,London,15.3,1.2333333333333334,753.0,145218.66666666666,4.766666666666667,3936945.0,535584.0,2016-08-04,0.25
2017-03-31,London,13.5,2.1333333333333333,766.0,145814.66666666666,4.566666666666666,3957063.0,545394.0,2016-08-04,0.25
2017-06-30,London,14.3,2.733333333333333,792.0,146379.33333333334,4.366666666666667,3971094.0,545394.0,2016-08-04,0.25
2017-09-30,London,16.3,2.8333333333333335,806.0,146899.66666666666,4.333333333333333,3985603.0,545394.0,2016-08-04,0.25
2017-12-31,London,16.1,3.033333333333333,815.0,147348.0,4.166666666666667,4002641.6666666665,545394.0,2017-11-02,0.5
2018-03-31,London,14.3,2.733333333333333,808.0,147998.0,4.033333333333333,4014630.3333333335,555992.0,2017-11-02,0.5
2018-06-30,London,13.7,2.4,841.0,148707.33333333334,3.9333333333333336,4029101.3333333335,555992.0,2017-11-02,0.5
2018-09-30,London,14.2,2.533333333333333,853.0,149218.33333333334,3.766666666666667,4044431.0,555992.0,2018-08-02,0.75
2018-12-31,London,15.9,2.2666666666666666,848.0,149651.0,3.8333333333333335,4067181.3333333335,555992.0,2018-08-02,0.75
2019-06-30,London,15.4,2.033333333333333,835.0,150682.33333333334,3.6333333333333333,4108978.6666666665,562208.0,2018-08-02,0.75
2019-09-30,London,19.2,1.8333333333333333,827.0,151157.0,3.6,4122281.6666666665,562208.0,2018-08-02,0.75
2019-12-31,London,15.5,1.4333333333333333,799.0,151640.33333333334,3.6,4139113.0,562208.0,2018-08-02,0.75
2020-03-31,London,13.2,1.6666666666666667,788.0,151739.66666666666,3.8333333333333335,4151062.0,490420.0,2020-03-19,0.1
2020-06-30,London,14.6,0.6333333333333333,343.0,133712.33333333334,13.0,4041088.0,490420.0,2020-03-19,0.1
2020-09-30,London,26.8,0.5666666666666667,499.0,140615.33333333334,8.799999999999999,3984362.3333333335,490420.0,2020-03-19,0.1
2020-12-31,London,22.4,0.5333333333333333,586.0,142580.33333333334,6.766666666666667,3925166.3333333335,490420.0,2020-03-19,0.1
2021-03-31,London,16.9,0.6,621.0,143491.66666666666,6.233333333333333,3922091.0,528416.0,2020-03-19,0.1
2021-06-30,London,18.3,2.033333333333333,883.0,145157.33333333334,5.933333333333334,3975671.0,528416.0,2020-03-19,0.1
2021-09-30,London,22.1,2.766666666666667,1132.0,147282.33333333334,5.066666666666666,4055033.3333333335,528416.0,2020-03-19,0.1
2021-12-31,London,18.9,4.8999999999999995,1244.0,149206.0,4.166666666666667,4110673.3333333335,528416.0,2021-12-16,0.25
2022-03-31,London,14.9,6.233333333333333,1259.0,150715.33333333334,3.8666666666666667,4164401.0,572007.0,2022-03-17,0.75
2022-06-30,London,13.2,9.166666666666666,1294.0,151968.33333333334,3.6333333333333333,4203589.666666667,572007.0,2022-06-16,1.25
2022-09-30,London,15.1,10.033333333333333,1235.0,153338.66666666666,3.533333333333333,4241985.333333333,572007.0,2022-09-22,2.25
2022-12-31,London,16.4,10.766666666666666,1138.0,154174.33333333334,3.5666666666666664,4283892.0,572007.0,2022-12-15,3.5
2023-03-31,London,17.3,10.200000000000001,1089.0,154992.0,3.533333333333333,4316298.0,573311.0,2023-03-23,4.25
2023-06-30,London,14.9,8.433333333333332,1029.0,155636.66666666666,3.533333333333333,4339576.666666667,573311.0,2023-06-22,5.0
2023-09-30,London,13.3,6.733333333333333,984.0,156240.33333333334,3.6333333333333333,4352599.333333333,573311.0,2023-08-03,5.25
2023-12-31,London,10.5,4.166666666666667,923.0,156712.0,3.8000000000000003,4371252.666666667,573311.0,2023-08-03,5.25
2024-03-31,London,11.9,3.533333333333333,893.0,157245.33333333334,3.8333333333333335,4380995.0,,2023-08-03,5.25
2024-06-30,London,14.7,2.1,872.0,157611.0,3.9666666666666663,4391494.666666667,,2023-08-03,5.25
2024-09-30,London,20.4,2.0333333333333337,840.0,157805.66666666666,4.166666666666667,4392829.666666667,,2024-08-01,5.0
2024-12-31,London,18.1,2.466666666666667,805.0,158113.33333333334,4.133333333333333,4396280.666666667,,2024-11-07,4.75
2025-03-31,London,18.6,2.8000000000000003,775.0,158318.33333333334,4.133333333333334,4394822.0,,2025-02-06,4.5
2025-06-30,London,15.7,3.5,727.0,158487.0,4.2,4387135.0,,2025-05-08,4.25
2025-09-30,London,19.6,3.7999999999999994,729.0,158520.66666666666,4.333333333333333,4386711.333333333,,2025-08-07,4.0
2025-12-31,London,22.5,3.4,739.0,158429.66666666666,4.45,4376166.333333333,,2025-12-18,3.75
0192-03-31,North East,13.5,,,,,,,,
2001-09-30,North East,14.3,1.5,664.0,131985.33333333334,4.833333333333333,,54212.0,2001-09-18,4.75
2001-12-31,North East,13.6,1.0333333333333334,602.0,131193.0,5.5,,54212.0,2001-11-08,4.0
2002-03-31,North East,16.1,1.5333333333333332,619.0,130772.66666666667,5.7,,56590.0,2001-11-08,4.0
2002-06-30,North East,12.5,0.9333333333333332,616.0,130640.66666666667,5.833333333333333,,56590.0,2001-11-08,4.0
2002-09-30,North East,13.2,1.0333333333333334,609.0,130555.66666666667,5.733333333333333,,56590.0,2001-11-08,4.0
2002-12-31,North East,15.5,1.5333333333333332,603.0,130566.0,5.866666666666667,,56590.0,2001-11-08,4.0
2003-03-31,North East,17.0,1.4666666666666668,593.0,130416.33333333333,5.866666666666667,,58573.0,2003-02-06,3.75
2003-06-30,North East,15.9,1.2666666666666666,579.0,130185.33333333333,6.133333333333333,,58573.0,2003-02-06,3.75
2003-09-30,North East,17.8,1.3666666666666665,592.0,130196.33333333333,6.133333333333333,,58573.0,2003-07-10,3.5
2003-12-31,North East,14.4,1.3333333333333333,614.0,130502.66666666667,5.833333333333333,,58573.0,2003-11-06,3.75
2004-03-31,North East,13.7,1.2666666666666666,624.0,130905.66666666667,5.7,,61816.0,2004-02-05,4.0
2004-06-30,North East,12.8,1.4000000000000001,641.0,131634.33333333334,5.599999999999999,,61816.0,2004-06-10,4.5
2004-09-30,North East,15.7,1.2666666666666666,654.0,131960.66666666666,5.433333333333334,,61816.0,2004-08-05,4.75
2004-12-31,North East,14.5,1.4666666666666668,661.0,132520.66666666666,5.433333333333334,,61816.0,2004-08-05,4.75
2005-03-31,North East,12.0,1.7333333333333334,643.0,132989.66666666666,5.3,,62485.0,2004-08-05,4.75
2005-06-30,North East,17.6,1.9333333333333333,642.0,133719.0,5.1000000000000005,,62485.0,2004-08-05,4.75
2005-09-30,North East,19.3,2.4,621.0,134451.33333333334,4.966666666666667,,62485.0,2005-08-04,4.5
2005-12-31,North East,16.4,2.1,609.0,134932.33333333334,4.966666666666667,,62485.0,2005-08-04,4.5
2006-03-31,North East,14.8,1.9000000000000001,599.0,135732.66666666666,4.733333333333333,,64128.0,2005-08-04,4.5
2006-06-30,North East,14.2,2.2333333333333334,604.0,136265.33333333334,4.633333333333333,,64128.0,2005-08-04,4.5
2006-09-30,North East,17.7,2.433333333333333,611.0,136682.33333333334,4.633333333333334,,64128.0,2006-08-03,4.75
2006-12-31,North East,13.3,2.6999999999999997,621.0,137050.66666666666,4.433333333333334,,64128.0,2006-11-09,5.0
2007-03-31,North East,15.3,2.8666666666666667,642.0,137605.33333333334,4.5,,64125.0,2007-01-11,5.25
2007-06-30,North East,17.2,2.5666666666666664,659.0,137969.66666666666,4.5,,64125.0,2007-05-10,5.5
2007-09-30,North East,17.1,1.8333333333333333,684.0,138052.0,4.666666666666667,,64125.0,2007-07-05,5.75
2007-12-31,North East,13.9,2.1,687.0,138286.66666666666,4.8,,64125.0,2007-12-06,5.5
2008-03-31,North East,15.2,2.4,698.0,138326.33333333334,5.0,,63388.0,2008-02-07,5.25
2008-06-30,North East,17.6,3.3666666666666667,657.0,137863.66666666666,5.333333333333333,,63388.0,2008-04-10,5.0
2008-09-30,North East,21.4,4.766666666666667,615.0,137156.0,6.0,,63388.0,2008-04-10,5.0
2008-12-31,North East,19.2,3.9,527.0,135559.66666666666,6.866666666666667,,63388.0,2008-12-04,2.0
2009-03-31,North East,19.4,3.033333333333333,464.0,133297.0,8.266666666666667,,61083.0,2009-03-05,0.5
2009-06-30,North East,22.4,2.1,431.0,131432.0,9.299999999999999,,61083.0,2009-03-05,0.5
2009-09-30,North East,26.8,1.5,436.0,130460.0,9.633333333333333,,61083.0,2009-03-05,0.5
2009-12-31,North East,23.1,2.1,454.0,129975.33333333333,9.933333333333334,,61083.0,2009-03-05,0.5
2010-03-31,North East,20.9,3.3000000000000003,465.0,129791.33333333333,9.833333333333334,,61831.0,2009-03-05,0.5
2010-06-30,North East,21.1,3.4333333333333336,484.0,130424.0,9.633333333333333,,61831.0,2009-03-05,0.5
2010-09-30,North East,20.8,3.1,455.0,130390.33333333333,9.466666666666667,,61831.0,2009-03-05,0.5
2010-12-31,North East,22.7,3.4,482.0,130733.0,9.5,,61831.0,2009-03-05,0.5
2011-03-31,North East,21.3,4.133333333333334,482.0,131059.0,9.033333333333333,,62595.0,2009-03-05,0.5
2011-06-30,North East,21.5,4.3999999999999995,460.0,131743.66666666666,9.066666666666666,,62595.0,2009-03-05,0.5
2011-09-30,North East,24.8,4.7,464.0,132153.66666666666,9.0,,62595.0,2009-03-05,0.5
2011-12-31,North East,21.0,4.666666666666667,465.0,132710.33333333334,8.633333333333333,,62595.0,2009-03-05,0.5
2012-03-31,North East,25.5,3.5,467.0,133501.0,8.266666666666667,,63750.0,2009-03-05,0.5
2012-06-30,North East,24.3,2.733333333333333,474.0,133923.33333333334,8.2,,63750.0,2009-03-05,0.5
2012-09-30,North East,24.2,2.4333333333333336,488.0,134337.66666666666,8.033333333333333,,63750.0,2009-03-05,0.5
2012-12-31,North East,24.8,2.7000000000000006,501.0,134856.0,7.8,,63750.0,2009-03-05,0.5
2013-03-31,North East,26.5,2.766666666666667,506.0,135497.33333333334,7.733333333333333,,63610.0,2009-03-05,0.5
2013-06-30,North East,28.1,2.6666666666666665,533.0,136082.66666666666,7.533333333333334,,63610.0,2009-03-05,0.5
2013-09-30,North East,26.5,2.733333333333333,548.0,136619.33333333334,7.233333333333333,,63610.0,2009-03-05,0.5
2013-12-31,North East,24.4,2.1,573.0,137243.33333333334,6.933333333333334,,63610.0,2009-03-05,0.5
2014-03-31,North East,24.9,1.7333333333333334,615.0,137752.66666666666,6.666666666666667,,64854.0,2009-03-05,0.5
2014-06-30,North East,22.1,1.7333333333333334,662.0,138553.33333333334,6.2,,64854.0,2009-03-05,0.5
2014-09-30,North East,24.7,1.4333333333333333,686.0,139301.33333333334,6.066666666666666,1032285.3333333334,64854.0,2009-03-05,0.5
2014-12-31,North East,21.5,0.9333333333333332,708.0,140083.66666666666,5.7,1035794.3333333334,64854.0,2009-03-05,0.5
2015-03-31,North East,23.2,0.09999999999999999,729.0,140772.66666666666,5.533333333333334,1043603.0,67132.0,2009-03-05,0.5
2015-06-30,North East,21.3,0.0,730.0,141481.0,5.433333333333334,1047090.0,67132.0,2009-03-05,0.5
2015-09-30,North East,22.3,0.0,742.0,142130.33333333334,5.1000000000000005,1050391.3333333333,67132.0,2009-03-05,0.5
2015-12-31,North East,19.1,0.06666666666666667,745.0,142821.33333333334,5.033333333333333,1051824.0,67132.0,2009-03-05,0.5
2016-03-31,North East,19.2,0.3666666666666667,745.0,143426.0,4.8999999999999995,1053476.3333333333,66948.0,2009-03-05,0.5
2016-06-30,North East,17.9,0.3666666666666667,748.0,143967.0,4.933333333333334,1055122.6666666667,66948.0,2009-03-05,0.5
2016-09-30,North East,17.5,0.7333333333333334,756.0,144716.0,4.8999999999999995,1055880.0,66948.0,2016-08-04,0.25
2016-12-31,North East,16.0,1.2333333333333334,753.0,145218.66666666666,4.766666666666667,1057912.3333333333,66948.0,2016-08-04,0.25
2017-03-31,North East,13.5,2.1333333333333333,766.0,145814.66666666666,4.566666666666666,1058412.3333333333,68304.0,2016-08-04,0.25
2017-06-30,North East,15.4,2.733333333333333,792.0,146379.33333333334,4.366666666666667,1061253.6666666667,68304.0,2016-08-04,0.25
2017-09-30,North East,14.9,2.8333333333333335,806.0,146899.66666666666,4.333333333333333,1062963.6666666667,68304.0,2016-08-04,0.25
2017-12-31,North East,14.1,3.033333333333333,815.0,147348.0,4.166666666666667,1066730.3333333333,68304.0,2017-11-02,0.5
2018-03-31,North East,15.2,2.733333333333333,808.0,147998.0,4.033333333333333,1066237.3333333333,69096.0,2017-11-02,0.5
2018-06-30,North East,13.7,2.4,841.0,148707.33333333334,3.9333333333333336,1067599.6666666667,69096.0,2017-11-02,0.5
2018-09-30,North East,14.9,2.533333333333333,853.0,149218.33333333334,3.766666666666667,1068137.3333333333,69096.0,2018-08-02,0.75
2018-12-31,North East,15.7,2.2666666666666666,848.0,149651.0,3.8333333333333335,1069362.3333333333,69096.0,2018-08-02,0.75
2019-06-30,North East,11.8,2.033333333333333,835.0,150682.33333333334,3.6333333333333333,1069321.6666666667,70548.0,2018-08-02,0.75
2019-09-30,North East,17.2,1.8333333333333333,827.0,151157.0,3.6,1069706.6666666667,70548.0,2018-08-02,0.75
2019-12-31,North East,17.1,1.4333333333333333,799.0,151640.33333333334,3.6,1072321.6666666667,70548.0,2018-08-02,0.75
2020-03-31,North East,18.0,1.6666666666666667,788.0,151739.66666666666,3.8333333333333335,1075631.0,62081.0,2020-03-19,0.1
2020-06-30,North East,15.2,0.6333333333333333,343.0,133712.33333333334,13.0,1056169.6666666667,62081.0,2020-03-19,0.1
2020-09-30,North East,17.8,0.5666666666666667,499.0,140615.33333333334,8.799999999999999,1052794.6666666667,62081.0,2020-03-19,0.1
2020-12-31,North East,15.0,0.5333333333333333,586.0,142580.33333333334,6.766666666666667,1050649.6666666667,62081.0,2020-03-19,0.1
2021-03-31,North East,15.1,0.6,621.0,143491.66666666666,6.233333333333333,1054946.6666666667,68206.0,2020-03-19,0.1
2021-06-30,North East,13.2,2.033333333333333,883.0,145157.33333333334,5.933333333333334,1067505.6666666667,68206.0,2020-03-19,0.1
2021-09-30,North East,14.0,2.766666666666667,1132.0,147282.33333333334,5.066666666666666,1082517.0,68206.0,2020-03-19,0.1
2021-12-31,North East,16.0,4.8999999999999995,1244.0,149206.0,4.166666666666667,1093002.3333333333,68206.0,2021-12-16,0.25
2022-03-31,North East,14.8,6.233333333333333,1259.0,150715.33333333334,3.8666666666666667,1101439.0,71092.0,2022-03-17,0.75
2022-06-30,North East,16.4,9.166666666666666,1294.0,151968.33333333334,3.6333333333333333,1104089.6666666667,71092.0,2022-06-16,1.25
2022-09-30,North East,13.9,10.033333333333333,1235.0,153338.66666666666,3.533333333333333,1108259.0,71092.0,2022-09-22,2.25
2022-12-31,North East,12.4,10.766666666666666,1138.0,154174.33333333334,3.5666666666666664,1113672.0,71092.0,2022-12-15,3.5
2023-03-31,North East,15.3,10.200000000000001,1089.0,154992.0,3.533333333333333,1117325.6666666667,72333.0,2023-03-23,4.25
2023-06-30,North East,13.4,8.433333333333332,1029.0,155636.66666666666,3.533333333333333,1121655.0,72333.0,2023-06-22,5.0
2023-09-30,North East,14.3,6.733333333333333,984.0,156240.33333333334,3.6333333333333333,1123072.3333333333,72333.0,2023-08-03,5.25
2023-12-31,North East,8.6,4.166666666666667,923.0,156712.0,3.8000000000000003,1127727.3333333333,72333.0,2023-08-03,5.25
2024-03-31,North East,12.1,3.533333333333333,893.0,157245.33333333334,3.8333333333333335,1129903.0,,2023-08-03,5.25
2024-06-30,North East,10.1,2.1,872.0,157611.0,3.9666666666666663,1130320.3333333333,,2023-08-03,5.25
2024-09-30,North East,17.5,2.0333333333333337,840.0,157805.66666666666,4.166666666666667,1129371.6666666667,,2024-08-01,5.0
2024-12-31,North East,15.2,2.466666666666667,805.0,158113.33333333334,4.133333333333333,1130499.3333333333,,2024-11-07,4.75
2025-03-31,North East,13.5,2.8000000000000003,775.0,158318.33333333334,4.133333333333334,1128311.6666666667,,2025-02-06,4.5
2025-06-30,North East,12.9,3.5,727.0,158487.0,4.2,1126472.3333333333,,2025-05-08,4.25
2025-09-30,North East,23.6,3.7999999999999994,729.0,158520.66666666666,4.333333333333333,1125586.3333333333,,2025-08-07,4.0
2025-12-31,North East,24.6,3.4,739.0,158429.66666666666,4.45,1124117.0,,2025-12-18,3.75
